latitude,housing_median_age,total_rooms,households,median_income,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,target
34.04,36,3074.0,500.0,3.9667,0,0,0,500301
37.72,52,2048.0,300.0,4.6036,0,1,0,262100
32.86,11,2722.0,497.0,2.6693,0,0,0,127300
38.73,31,445.0,84.0,4.175,1,0,0,137800
37.79,52,4333.0,813.0,7.5623,0,1,0,500301
33.48,14,1235.0,169.0,3.1071,1,0,0,137800
37.74,52,2634.0,516.0,2.6087,0,1,0,258900
38.8,7,10742.0,1591.0,4.116,1,0,0,148200
34.04,27,3456.0,750.0,2.574,0,0,0,151100
37.29,13,2047.0,269.0,2.925,1,0,0,137800
33.97,47,1878.0,358.0,1.7625,0,0,0,94500
33.92,44,1372.0,225.0,2.3,0,0,0,92900
33.93,36,1908.0,343.0,4.8306,0,0,0,183700
32.74,52,1456.0,190.0,7.7029,0,0,1,346000
33.93,36,2829.0,583.0,1.6962,0,0,0,124600
33.63,24,2003.0,347.0,3.8161,0,0,0,236700
34.43,28,3260.0,442.0,4.5059,0,0,0,500301
39.15,36,1382.0,203.0,3.8938,0,0,0,122400
37.39,52,675.0,92.0,6.5263,0,0,1,500301
38.29,20,4665.0,774.0,3.6021,0,1,0,153000
34.38,22,3050.0,478.0,3.0864,0,0,1,300300
34.08,40,2173.0,510.0,3.0366,0,0,0,169400
38.27,7,7536.0,1010.0,5.6707,0,0,0,250800
33.91,42,2371.0,423.0,4.6333,0,0,0,225900
37.79,50,4407.0,997.0,3.0165,0,1,0,500301
38.5,19,5705.0,855.0,5.1497,1,0,0,184700
33.75,13,13013.0,1955.0,2.6169,1,0,0,123700
37.82,35,2912.0,398.0,4.1472,1,0,0,197900
34.09,39,2006.0,391.0,2.7632,0,0,0,144500
34.25,33,1352.0,236.0,5.1958,0,0,0,174000
36.92,36,2505.0,394.0,3.5216,0,0,0,238600
32.96,18,2440.0,329.0,4.8,0,0,0,222900
37.69,6,3164.0,475.0,3.7632,1,0,0,138000
34.1,39,2778.0,538.0,3.2417,0,0,0,254500
37.77,52,3352.0,628.0,2.3161,0,1,0,364600
34.15,45,1701.0,327.0,3.1007,1,0,0,211200
37.81,52,1631.0,250.0,4.6472,0,1,0,500301
34.26,43,901.0,174.0,3.2519,0,0,0,141200
37.73,12,4321.0,742.0,3.1565,1,0,0,93000
34.26,26,2034.0,278.0,4.8673,0,0,0,190700
36.78,36,1895.0,318.0,2.9055,1,0,0,69500
37.79,52,4188.0,830.0,4.5042,0,1,0,500301
37.11,39,1313.0,208.0,4.8972,0,0,1,146600
38.11,35,2522.0,408.0,3.3962,0,1,0,124900
37.32,43,1346.0,206.0,2.4149,0,0,0,185200
35.5,36,1512.0,249.0,2.4635,1,0,0,110700
34.04,40,1549.0,178.0,12.0045,0,0,0,500301
33.82,43,2679.0,418.0,3.8,0,0,1,217000
38.71,14,4350.0,635.0,4.6009,1,0,0,143700
34.17,6,6948.0,1162.0,3.9362,1,0,0,106800
32.72,14,2072.0,284.0,5.075,0,0,0,143600
33.03,25,2098.0,311.0,4.2826,0,0,1,216100
34.17,21,3102.0,151.0,3.012,1,0,0,89300
34.15,17,4279.0,507.0,8.7443,0,0,0,358800
34.44,16,15980.0,2440.0,4.9861,0,0,0,188200
33.65,13,9891.0,1393.0,6.5242,0,0,0,238200
37.76,52,1749.0,315.0,4.9477,0,1,0,450300
34.11,14,13690.0,2009.0,5.0547,1,0,0,157900
32.79,17,9051.0,1634.0,3.0006,0,0,0,166600
32.77,30,3387.0,657.0,4.065,0,0,1,238300
33.88,32,3092.0,587.0,3.8644,0,0,0,242600
33.98,45,1864.0,341.0,4.7038,0,0,0,259700
33.61,8,1566.0,199.0,3.2167,1,0,0,115600
38.36,11,6695.0,876.0,4.521,0,0,0,227400
37.89,17,5404.0,989.0,4.2531,0,1,0,417900
33.64,20,1627.0,355.0,2.3871,1,0,0,85000
32.92,16,1822.0,239.0,5.8036,0,0,0,192600
34.15,33,3491.0,376.0,13.7196,0,0,0,500301
32.81,7,7285.0,1040.0,5.8673,0,0,1,288500
33.84,19,2155.0,391.0,4.05,0,0,0,173700
33.99,43,747.0,142.0,5.4322,0,0,0,315200
33.76,15,5692.0,974.0,5.9051,0,0,1,267700
34.18,36,1981.0,374.0,3.2728,0,0,0,190500
37.55,52,1083.0,166.0,3.55,0,0,1,296700
38.02,31,4390.0,678.0,3.4389,1,0,0,118100
39.25,21,2984.0,233.0,3.31,1,0,0,163800
34.11,35,2691.0,612.0,1.0075,1,0,0,79100
34.08,33,4430.0,796.0,3.5469,0,0,0,207200
33.96,43,2132.0,474.0,2.6241,0,0,0,159600
37.73,48,1782.0,330.0,4.3781,0,1,0,250600
34.53,8,4131.0,619.0,4.2766,1,0,0,136100
32.7,42,1977.0,281.0,5.4386,0,0,1,404800
37.28,26,4191.0,535.0,5.9427,0,0,0,320300
33.89,33,3653.0,705.0,3.2292,0,0,0,183700
37.36,33,2801.0,451.0,5.2091,0,0,0,270600
34.01,27,6689.0,1131.0,2.4927,1,0,0,117000
37.37,27,4546.0,606.0,6.9085,0,0,0,345000
34.27,23,3015.0,505.0,4.48,0,0,0,215300
37.88,16,885.0,122.0,4.7231,1,0,0,87800
34.06,24,2681.0,325.0,7.6031,0,0,0,500301
33.85,23,2466.0,362.0,5.065,0,0,0,181800
37.08,35,1838.0,277.0,4.725,0,0,1,205100
35.13,5,5769.0,847.0,3.8391,1,0,0,82200
34.09,36,3521.0,334.0,15.3001,0,0,0,500301
37.87,52,1093.0,204.0,4.175,0,1,0,182900
33.79,52,2505.0,365.0,3.9827,0,0,0,237100
33.98,28,2124.0,486.0,2.2688,0,0,0,165900
35.32,8,13750.0,2100.0,5.3012,1,0,0,106600
38.4,30,4435.0,697.0,3.275,0,0,0,157600
37.91,2,783.0,118.0,6.941,0,1,0,310300
37.96,43,1148.0,181.0,2.6056,1,0,0,62600
38.61,33,2865.0,503.0,2.4694,1,0,0,96000
37.36,33,4280.0,696.0,2.5179,1,0,0,67800
33.96,43,1539.0,282.0,3.1371,0,0,0,161600
39.67,52,359.0,56.0,3.925,1,0,0,68900
34.05,35,2578.0,554.0,2.4162,0,0,0,229500
34.17,29,3967.0,587.0,6.5064,0,0,0,335200
32.72,45,1450.0,339.0,1.9156,0,0,1,156600
34.14,52,2733.0,308.0,6.3948,0,0,0,359000
34.15,44,2856.0,432.0,4.175,1,0,0,281100
34.09,44,2836.0,463.0,4.5833,0,0,0,258300
40.97,21,1832.0,301.0,3.838,0,0,0,103000
32.77,16,3154.0,705.0,3.0386,0,0,1,87800
32.76,36,3318.0,654.0,3.3445,0,0,1,215100
34.16,18,7131.0,1018.0,5.52,0,0,0,399700
37.69,18,4130.0,628.0,3.7079,1,0,0,147800
38.88,17,8919.0,1227.0,4.5917,1,0,0,184600
37.76,52,2766.0,406.0,4.7318,0,1,0,437800
37.31,30,1992.0,310.0,4.3474,0,0,0,280800
34.13,40,1584.0,256.0,2.888,1,0,0,209800
38.08,37,5447.0,832.0,3.736,0,1,0,95100
33.79,36,2779.0,527.0,3.4613,0,0,0,182600
32.69,29,5369.0,1124.0,2.1112,0,0,1,103900
38.34,44,898.0,162.0,2.8819,0,0,0,209900
37.8,52,4020.0,806.0,4.4047,0,1,0,467000
34.04,42,1472.0,190.0,13.1483,0,0,0,500301
33.74,25,3400.0,631.0,3.3958,0,0,0,138100
34.02,35,2478.0,425.0,3.9711,1,0,0,108500
33.99,45,2543.0,429.0,4.1021,0,0,0,323300
36.36,18,2443.0,397.0,3.7312,1,0,0,68700
37.74,44,1336.0,215.0,2.3227,0,1,0,103400
38.44,20,3427.0,500.0,4.175,0,0,0,140600
37.69,5,11240.0,1575.0,4.8332,1,0,0,195800
37.31,30,5248.0,972.0,4.0632,0,0,0,307300
33.81,25,11064.0,1944.0,4.8592,0,0,0,379100
34.03,36,2670.0,527.0,3.2344,0,0,0,222400
39.25,37,2192.0,294.0,4.3,1,0,0,101700
34.27,15,3880.0,607.0,3.8313,0,0,0,192100
36.52,16,3118.0,372.0,4.5045,1,0,0,121200
37.81,16,2427.0,345.0,5.8591,1,0,0,149600
38.29,32,3743.0,519.0,3.5442,0,0,0,268300
37.83,40,5665.0,654.0,7.8544,0,1,0,411800
32.8,37,501.0,80.0,3.3625,0,0,1,160000
34.0,24,2993.0,547.0,3.0292,0,0,0,194100
36.82,12,1741.0,223.0,5.0622,1,0,0,89600
33.46,13,2024.0,270.0,3.13,0,0,0,43300
33.97,16,15352.0,2023.0,5.528,0,0,0,188100
35.65,15,2841.0,442.0,3.4755,1,0,0,82000
34.0,48,1890.0,344.0,2.4607,0,0,0,96400
34.15,28,5314.0,695.0,6.44,0,0,0,362200
32.67,15,5912.0,758.0,5.6505,0,0,1,266900
32.74,52,1114.0,249.0,2.9042,0,0,1,225300
35.3,28,2151.0,351.0,3.0845,1,0,0,82500
34.07,33,1840.0,303.0,4.0969,1,0,0,128700
33.73,20,5708.0,904.0,3.369,1,0,0,87300
39.44,52,1869.0,340.0,2.2213,0,0,0,95300
34.04,19,4558.0,977.0,3.5663,0,0,0,337800
37.8,52,6340.0,1255.0,5.2211,0,1,0,500301
38.51,6,7832.0,931.0,7.1869,1,0,0,263400
33.74,8,6859.0,1107.0,2.4103,1,0,0,94700
38.67,21,7421.0,1179.0,4.0796,1,0,0,159300
33.93,34,3921.0,647.0,2.5321,1,0,0,72100
34.1,48,3137.0,563.0,3.9579,0,0,0,318900
33.91,21,3564.0,621.0,3.5031,0,0,0,181000
34.97,25,2300.0,388.0,3.3368,0,0,0,129600
33.98,19,3246.0,663.0,4.1068,0,0,0,500301
33.77,7,2822.0,550.0,3.9333,0,0,0,170100
33.95,42,3218.0,616.0,3.8341,0,0,0,167800
37.41,35,2902.0,469.0,2.5071,1,0,0,86200
34.11,23,4885.0,737.0,4.9556,0,0,0,199900
34.17,24,3489.0,620.0,4.4875,0,0,0,309600
34.12,45,2885.0,471.0,4.51,0,0,0,168200
40.02,32,1712.0,254.0,2.6043,1,0,0,68700
39.24,32,1791.0,303.0,2.1269,1,0,0,225300
33.89,40,3102.0,541.0,3.0212,0,0,0,108200
33.65,4,8354.0,1439.0,5.7132,0,0,0,216900
37.48,38,1569.0,292.0,4.8568,0,1,0,287200
34.74,34,1503.0,248.0,2.7348,1,0,0,105100
37.82,52,4182.0,520.0,6.455,0,1,0,398900
33.01,5,6528.0,797.0,5.7155,0,0,0,199500
37.91,40,3483.0,589.0,3.9321,0,1,0,209400
34.16,41,2528.0,490.0,3.7208,0,0,0,343700
34.37,27,2352.0,287.0,7.9059,0,0,0,324000
34.1,30,3432.0,642.0,3.5266,1,0,0,142100
33.86,26,3498.0,452.0,6.3531,0,0,0,186700
36.22,28,1926.0,317.0,3.3324,1,0,0,55900
33.73,33,2885.0,589.0,3.5037,0,0,0,163800
37.35,16,4600.0,714.0,2.4212,1,0,0,108600
37.37,22,4497.0,762.0,5.1021,0,1,0,457800
34.44,23,2998.0,374.0,9.0394,0,0,0,500301
37.32,33,894.0,147.0,3.4458,0,0,0,270800
34.19,34,830.0,127.0,4.6125,0,0,0,210400
38.68,35,1896.0,277.0,2.8542,1,0,0,73200
33.98,39,372.0,73.0,4.6438,0,0,0,332100
34.17,42,660.0,81.0,4.8625,0,0,0,319100
33.64,28,2973.0,465.0,4.2375,0,0,0,340100
32.76,37,3536.0,564.0,4.0368,0,0,1,152500
33.81,26,6599.0,988.0,4.3324,0,0,0,245200
34.3,24,7013.0,875.0,7.8078,0,0,0,344300
37.99,19,3579.0,493.0,5.7496,0,1,0,205700
36.8,16,7301.0,1134.0,3.425,1,0,0,81100
39.75,19,3479.0,499.0,2.2766,1,0,0,92900
32.61,26,1849.0,313.0,4.1615,0,0,1,139600
35.15,33,6014.0,919.0,3.4592,1,0,0,75700
38.55,33,1389.0,191.0,3.1021,1,0,0,119100
38.19,36,1659.0,244.0,2.7353,1,0,0,162800
32.99,16,1502.0,222.0,6.5683,0,0,0,181000
37.67,29,661.0,152.0,1.2637,0,1,0,160300
33.96,36,1661.0,240.0,5.1523,0,0,0,267600
38.25,7,13661.0,1874.0,5.2222,1,0,0,143200
34.03,10,3773.0,549.0,4.4779,1,0,0,159400
33.49,3,2945.0,337.0,5.9197,0,0,0,271900
38.0,26,3934.0,566.0,4.5647,1,0,0,133700
33.69,41,2525.0,374.0,5.0216,0,0,1,312200
39.15,27,396.0,68.0,5.6946,1,0,0,72100
38.25,13,753.0,104.0,3.9528,1,0,0,200300
37.81,12,4307.0,652.0,5.3369,1,0,0,164200
39.75,29,5415.0,1000.0,2.0284,1,0,0,74800
34.18,21,7030.0,1308.0,3.7676,0,0,0,213100
34.0,35,227.0,55.0,1.8227,0,0,0,350300
34.12,39,2708.0,477.0,1.7066,1,0,0,66700
37.93,40,3545.0,481.0,5.4067,0,1,0,247600
37.82,22,4952.0,1250.0,1.5185,0,1,0,170300
33.85,39,2773.0,525.0,3.37,0,0,0,173300
34.1,50,2882.0,459.0,3.1818,1,0,0,167500
37.77,52,2108.0,363.0,4.4667,0,1,0,226100
37.98,10,1514.0,162.0,12.3933,0,1,0,500301
34.42,16,747.0,100.0,6.05,0,0,0,325300
37.95,46,2429.0,401.0,2.2402,1,0,0,62500
40.2,30,3226.0,464.0,3.8305,1,0,0,73900
33.65,3,8659.0,302.0,10.5948,1,0,0,382700
38.69,24,3680.0,555.0,3.4942,1,0,0,95200
35.2,34,2654.0,455.0,2.4136,1,0,0,57600
33.92,40,1115.0,185.0,5.8255,0,0,0,243000
37.71,35,3050.0,367.0,5.4498,0,1,0,266700
34.08,21,6847.0,1055.0,3.6482,1,0,0,137600
34.11,25,10914.0,1627.0,4.8708,1,0,0,223300
38.41,19,793.0,109.0,4.2306,1,0,0,94100
36.2,31,2165.0,358.0,2.5264,1,0,0,51100
33.85,30,2768.0,452.0,4.3865,0,0,0,204000
32.85,15,3393.0,443.0,5.402,0,0,1,417800
38.25,37,1587.0,231.0,4.115,1,0,0,99300
37.3,30,3561.0,616.0,6.1521,0,0,0,326600
37.9,52,2352.0,275.0,8.2556,0,1,0,374700
37.45,43,2498.0,385.0,4.7688,0,1,0,460500
34.03,44,1957.0,403.0,2.8268,0,0,0,141400
36.21,25,2820.0,436.0,2.6152,1,0,0,63400
36.45,19,2901.0,469.0,2.7474,1,0,0,75900
33.02,24,1020.0,196.0,2.2176,0,0,0,121400
37.75,52,2794.0,456.0,5.0946,0,1,0,355900
37.81,19,1450.0,207.0,1.4111,0,1,0,108600
33.99,44,1784.0,283.0,1.4645,0,0,0,98500
33.92,25,3469.0,577.0,2.6851,1,0,0,114000
34.17,32,2855.0,483.0,4.2331,0,0,1,187900
37.64,43,1453.0,197.0,3.175,1,0,0,187800
37.48,15,6372.0,831.0,7.7678,0,0,1,500301
36.21,25,1429.0,257.0,1.6889,1,0,0,50500
33.78,27,2163.0,462.0,2.3458,0,0,1,174800
37.97,27,1980.0,296.0,6.4168,1,0,0,210800
34.09,46,1495.0,294.0,3.0083,1,0,0,116600
34.04,43,2421.0,256.0,13.9842,0,0,0,500301
37.48,45,1051.0,173.0,4.5708,0,1,0,267300
38.29,48,2755.0,453.0,3.2643,0,1,0,154300
38.01,48,2617.0,474.0,2.1523,0,1,0,145100
33.5,4,8511.0,1007.0,9.0591,0,0,0,435000
34.2,36,3028.0,445.0,4.8568,0,0,0,201800
34.18,46,2718.0,456.0,2.5328,0,0,0,142400
34.12,52,2810.0,485.0,4.1393,0,0,0,238500
33.83,44,2026.0,293.0,4.6594,0,0,0,221600
37.36,16,1459.0,324.0,4.5061,0,0,0,253900
34.14,35,1766.0,216.0,5.4457,0,0,0,500301
40.72,18,3080.0,503.0,3.1446,0,0,1,100800
33.89,4,1850.0,84.0,3.8781,1,0,0,244700
32.76,7,1896.0,242.0,5.5741,0,0,0,249700
34.58,6,12127.0,1781.0,4.1803,1,0,0,120300
36.8,30,1447.0,199.0,3.7297,1,0,0,112800
33.94,23,5896.0,1016.0,3.788,0,0,0,192100
38.07,38,4101.0,713.0,3.3573,0,1,0,351100
38.41,11,3267.0,426.0,5.245,1,0,0,298700
36.68,18,10538.0,1889.0,3.3,0,0,0,162500
34.27,8,4095.0,731.0,3.1214,0,0,0,158600
33.92,19,2581.0,337.0,5.4952,0,0,0,302400
34.19,45,1331.0,228.0,3.9625,0,0,0,191000
34.07,6,1347.0,234.0,5.2091,1,0,0,122700
40.66,15,2990.0,450.0,2.8417,1,0,0,92500
34.04,48,2034.0,458.0,2.5232,0,0,0,162800
38.11,23,9936.0,1253.0,5.6962,0,0,0,301800
36.99,27,2810.0,397.0,3.5614,1,0,0,305300
32.83,24,4071.0,530.0,5.6538,0,0,1,212800
33.61,3,3422.0,390.0,10.3765,0,0,0,378500
37.66,13,15256.0,1950.0,5.9417,1,0,0,353200
37.3,28,6107.0,954.0,5.657,0,0,0,355500
38.79,20,3821.0,638.0,3.1344,0,0,0,164700
37.76,46,2134.0,302.0,4.9696,0,1,0,164600
33.52,50,1493.0,225.0,3.353,0,0,0,500301
37.75,52,2064.0,357.0,2.8809,0,1,0,255600
34.05,30,1502.0,302.0,2.925,1,0,0,94600
34.13,36,8051.0,1130.0,8.3499,0,0,0,495900
33.82,35,1298.0,168.0,4.6269,0,0,0,225000
36.3,18,4298.0,640.0,2.725,1,0,0,84900
34.4,23,1573.0,279.0,3.6152,0,0,0,198300
33.92,43,2826.0,449.0,3.3987,0,0,0,139700
34.23,34,1809.0,274.0,5.9687,0,0,0,207600
34.22,15,5623.0,973.0,4.2063,0,0,1,199000
34.18,20,1467.0,181.0,6.1652,0,0,0,302900
37.77,27,5070.0,966.0,4.05,0,1,0,243100
32.85,23,3006.0,431.0,5.7903,0,0,0,151700
33.49,20,1851.0,303.0,1.9395,1,0,0,44700
34.09,37,6310.0,757.0,8.4888,0,0,0,500301
33.73,32,1591.0,334.0,5.3476,0,0,1,500301
37.28,19,1867.0,309.0,2.0756,1,0,0,73600
33.88,25,3555.0,628.0,3.5049,0,0,0,267700
38.79,32,3226.0,535.0,3.5546,0,0,0,134400
33.92,39,1279.0,204.0,5.1611,0,0,0,245900
34.09,52,3907.0,682.0,3.4864,0,0,0,190100
37.63,23,2295.0,364.0,3.6611,0,1,0,169500
37.79,52,3978.0,1029.0,2.1068,0,1,0,225300
37.78,29,1674.0,379.0,1.6844,0,1,0,177800
33.94,42,1114.0,203.0,3.4458,1,0,0,116300
36.96,44,1563.0,259.0,3.5437,0,0,1,224200
33.79,27,2401.0,240.0,11.9648,0,0,1,500301
33.81,28,2587.0,422.0,5.1438,0,0,0,346500
34.46,5,17868.0,2320.0,6.4281,0,0,0,236500
37.45,15,2941.0,519.0,5.05,0,0,0,254700
34.18,44,1080.0,179.0,3.6125,0,0,0,186700
33.95,27,2218.0,402.0,2.5031,0,0,0,97200
35.4,11,10929.0,1919.0,2.0109,1,0,0,44900
34.4,25,2351.0,460.0,3.3938,0,0,1,312800
32.71,24,522.0,113.0,0.9433,0,0,1,111600
37.81,46,16.0,7.0,0.7999,0,1,0,67800
33.94,30,2900.0,421.0,5.0813,0,0,0,198500
39.15,17,2208.0,283.0,3.1603,1,0,0,129200
40.79,38,1842.0,291.0,2.7896,0,0,1,81300
32.97,25,3077.0,471.0,6.7651,0,0,1,500301
35.17,40,4976.0,773.0,3.1323,1,0,0,51100
36.5,35,2060.0,329.0,2.8719,1,0,0,74600
35.41,41,2243.0,373.0,2.0857,1,0,0,54600
38.05,31,3328.0,503.0,3.6661,1,0,0,98800
34.1,32,9182.0,1106.0,11.4978,0,0,0,500301
33.97,44,1554.0,295.0,2.2556,0,0,0,96600
34.07,21,4204.0,887.0,2.6236,1,0,0,156600
37.52,3,16875.0,2753.0,6.3824,0,1,0,273800
38.43,18,3252.0,520.0,3.8885,0,0,0,192200
33.93,32,1653.0,386.0,2.5976,0,0,0,156000
37.35,35,1554.0,189.0,8.0068,0,1,0,500301
33.84,32,1870.0,448.0,3.7028,0,0,0,184000
38.68,16,6450.0,1151.0,2.4009,1,0,0,82800
34.06,25,5133.0,636.0,9.1666,0,0,0,500301
34.05,31,1490.0,368.0,2.4602,0,0,0,162000
34.15,17,6887.0,1574.0,3.352,0,0,0,210100
36.8,25,1031.0,166.0,3.3,1,0,0,73100
36.72,15,1959.0,232.0,7.1162,1,0,0,127500
34.05,52,2162.0,315.0,2.9129,1,0,0,137300
37.74,52,1843.0,319.0,4.3846,0,1,0,333900
34.05,39,3523.0,550.0,4.2224,1,0,0,131600
34.0,27,385.0,67.0,3.475,1,0,0,101900
33.91,32,3293.0,462.0,4.5305,0,0,0,221700
37.24,24,8885.0,1318.0,4.7004,0,0,0,256100
37.72,42,5344.0,993.0,1.5387,0,1,0,213100
41.36,29,1268.0,196.0,2.3156,0,0,1,63100
33.76,37,3940.0,629.0,4.201,0,0,1,432800
33.97,26,2156.0,404.0,3.5708,0,0,0,128400
32.82,35,2550.0,357.0,5.2219,0,0,1,193200
34.27,32,2229.0,314.0,5.6847,0,0,0,329500
32.8,17,2037.0,431.0,2.9934,0,0,0,160500
35.41,12,3306.0,413.0,4.7125,1,0,0,149300
37.86,23,1230.0,191.0,3.42,0,1,0,155300
38.05,52,2345.0,408.0,3.4373,0,1,0,185400
37.78,52,781.0,121.0,4.475,0,1,0,144300
37.37,18,3719.0,675.0,6.4299,0,0,0,500301
39.77,23,2760.0,455.0,2.6403,1,0,0,87600
38.01,29,2738.0,435.0,3.5788,1,0,0,100300
38.42,38,1389.0,225.0,3.9667,0,0,0,244700
34.02,35,2170.0,420.0,4.025,0,0,0,310300
33.71,16,3577.0,469.0,6.5162,0,0,0,283500
37.97,45,2358.0,398.0,3.8463,0,1,0,131100
34.03,27,1686.0,295.0,2.0995,0,0,0,153700
33.94,43,2445.0,493.0,2.8029,0,0,0,160000
39.08,26,1666.0,267.0,1.7934,1,0,0,48600
39.22,37,1437.0,219.0,4.1611,1,0,0,100300
37.77,28,1440.0,232.0,2.6523,1,0,0,95000
37.34,16,1476.0,219.0,3.7559,1,0,0,108300
33.65,18,2407.0,286.0,6.6822,0,0,0,362800
36.79,13,2049.0,314.0,4.0697,1,0,0,83900
34.15,33,3189.0,363.0,10.6587,0,0,0,500301
34.1,44,3393.0,550.0,3.0159,1,0,0,139600
38.27,32,2778.0,384.0,4.3313,0,0,0,285300
36.61,29,1817.0,322.0,2.593,1,0,0,57500
33.98,46,1708.0,273.0,5.357,0,0,0,246600
34.26,26,2032.0,250.0,5.7787,0,0,0,198400
37.86,52,1893.0,214.0,8.1521,0,1,0,500301
37.91,38,2849.0,329.0,6.8576,0,1,0,358800
34.1,25,2685.0,424.0,4.075,0,0,0,192000
34.05,35,2109.0,306.0,4.0917,0,0,0,151400
34.08,52,1916.0,196.0,15.3001,0,0,0,500301
34.06,52,2398.0,281.0,7.7574,0,0,0,500301
33.21,9,3112.0,525.0,2.4293,0,0,0,151700
38.21,10,5145.0,609.0,3.1208,1,0,0,140200
33.77,39,3831.0,785.0,2.4378,0,0,1,180700
33.99,46,3244.0,596.0,1.8846,0,0,0,115100
37.84,52,2661.0,422.0,2.9,0,1,0,132900
38.22,33,1776.0,274.0,3.8647,0,1,0,252100
37.34,52,3075.0,433.0,4.7,0,0,0,391600
34.01,43,611.0,103.0,5.9428,0,0,0,343400
39.01,35,1872.0,288.0,3.0232,0,0,0,115700
32.81,37,2037.0,395.0,3.22,0,0,1,326800
39.92,20,3221.0,611.0,1.323,1,0,0,54500
33.9,13,3740.0,800.0,3.1777,0,0,0,208200
33.97,37,1526.0,279.0,2.8536,0,0,0,117500
33.77,34,2467.0,338.0,5.4507,0,0,0,207800
37.59,44,2437.0,317.0,4.9628,0,0,1,459500
33.95,37,2091.0,354.0,3.3944,0,0,0,163100
33.92,41,1900.0,277.0,5.3594,0,0,0,346300
38.0,21,2660.0,449.0,4.4098,0,0,0,246900
36.3,24,2673.0,439.0,2.4038,1,0,0,62300
34.45,8,7558.0,1031.0,3.5215,1,0,0,109100
34.06,27,1949.0,275.0,6.128,0,0,0,301400
37.85,52,2319.0,397.0,2.108,0,1,0,105800
37.61,42,1864.0,255.0,6.0398,0,0,1,336700
38.68,13,7237.0,1219.0,2.2093,1,0,0,143200
36.81,33,4566.0,561.0,5.7513,1,0,0,143600
33.96,44,2108.0,282.0,6.3286,0,0,0,356300
37.99,42,1857.0,377.0,2.9167,0,1,0,85400
38.02,37,2081.0,345.0,4.1824,0,1,0,114000
34.24,13,4933.0,218.0,4.9394,1,0,0,226800
38.63,31,2189.0,339.0,3.3972,1,0,0,150300
37.78,44,3678.0,610.0,2.6906,0,1,0,112000
34.1,29,4770.0,1174.0,2.0083,0,0,0,167000
37.47,39,1534.0,242.0,5.9407,0,1,0,326700
34.25,36,1405.0,272.0,3.9016,0,0,0,154100
33.98,19,1196.0,277.0,1.2809,0,0,0,121700
37.76,52,2440.0,430.0,3.6702,0,1,0,370300
36.55,32,1669.0,245.0,2.3216,1,0,0,77100
34.14,33,2707.0,359.0,6.5089,1,0,0,283700
33.95,28,2571.0,476.0,1.8427,0,0,0,96000
33.67,9,2831.0,385.0,7.5025,0,0,0,275300
34.39,16,10043.0,1279.0,7.1419,0,0,0,323600
33.73,13,3047.0,417.0,3.233,1,0,0,171000
34.12,23,2310.0,392.0,6.3352,0,0,0,500301
34.22,34,1948.0,340.0,3.96,0,0,0,184900
37.85,40,935.0,166.0,1.6578,0,1,0,147800
33.74,33,3343.0,452.0,6.8616,0,0,0,290500
36.95,27,2361.0,343.0,4.2667,0,0,1,266100
33.89,30,2981.0,374.0,7.0528,0,0,0,459900
32.95,17,5905.0,1078.0,3.5369,0,0,0,168100
34.14,19,1458.0,145.0,10.8511,0,0,0,483400
38.96,36,2155.0,318.0,2.2797,1,0,0,119100
39.18,14,2567.0,308.0,6.2585,0,0,0,215200
34.06,21,4280.0,526.0,11.7233,0,0,0,500301
37.97,17,3056.0,496.0,2.3057,1,0,0,119200
38.51,33,3357.0,427.0,5.8208,1,0,0,171600
37.89,35,4816.0,707.0,6.2073,0,1,0,400700
33.78,25,4290.0,572.0,6.0705,0,0,0,247400
37.94,40,3491.0,635.0,2.1814,1,0,0,58000
33.72,11,5126.0,573.0,10.7498,0,0,0,386400
37.64,30,6520.0,1113.0,3.6479,0,1,0,182400
36.61,29,4239.0,759.0,3.2309,0,0,1,217400
34.05,28,3529.0,694.0,2.3734,1,0,0,113600
38.54,29,2851.0,470.0,3.225,1,0,0,94600
37.28,25,5402.0,642.0,6.9437,0,0,0,296400
34.26,38,1075.0,222.0,2.8313,0,0,0,136400
34.4,30,3474.0,586.0,3.5024,0,0,0,176400
34.15,28,1453.0,323.0,2.8903,0,0,0,125300
36.06,20,2670.0,412.0,2.1827,1,0,0,49000
34.13,44,3149.0,424.0,8.2213,0,0,0,478100
38.02,36,3257.0,545.0,3.6371,1,0,0,94900
38.04,31,3529.0,487.0,5.9022,0,1,0,197300
33.78,44,2597.0,500.0,3.408,0,0,1,218200
33.97,52,3860.0,529.0,4.6176,1,0,0,136500
38.55,34,2878.0,536.0,1.9435,1,0,0,148800
34.09,31,1811.0,317.0,3.9484,0,0,0,189900
37.52,18,3907.0,851.0,3.0399,0,1,0,87800
37.8,13,424.0,77.0,1.9111,1,0,0,74400
37.62,40,1809.0,282.0,4.7643,0,0,1,308400
33.71,18,4297.0,572.0,6.2449,0,0,0,276800
33.97,33,2625.0,476.0,3.9397,0,0,0,166900
34.01,40,1987.0,427.0,2.5596,0,0,0,137800
33.6,24,1916.0,230.0,7.1667,0,0,0,279900
38.55,18,5261.0,775.0,4.2934,1,0,0,123600
33.98,17,3189.0,448.0,5.1371,1,0,0,160900
33.96,43,2687.0,500.0,2.047,0,0,0,121300
